service_id,date,exception_type
00000000000000000026,2017-11-20,56
0000000000000000000a,2017-07-21,34
0000000000000000005e,2017-02-26,32
0000000000000000002t,2017-11-19,75
0000000000000000003x,2017-06-25,13
00000000000000000034,2018-01-25,43
00000000000000000011,2017-10-04,14
0000000000000000001z,2018-07-27,49
00000000000000000063,2018-09-14,12
00000000000000000027,2017-09-09,85
00000000000000000010,2017-12-14,53
0000000000000000003c,2017-05-17,5
0000000000000000002l,2018-01-20,19
0000000000000000005n,2017-03-10,73
0000000000000000006h,2018-09-27,22
00000000000000000004,2017-08-04,71
0000000000000000002w,2018-02-25,7
0000000000000000003u,2018-12-07,48
00000000000000000058,2017-02-13,95
00000000000000000053,2018-04-14,16
0000000000000000003p,2017-07-23,81
0000000000000000002z,2017-04-19,20
0000000000000000001c,2018-10-28,69
0000000000000000006n,2017-01-13,65
0000000000000000004g,2017-07-07,74
0000000000000000003g,2018-12-03,64
0000000000000000005h,2017-11-04,27
00000000000000000025,2017-12-06,80
0000000000000000006q,2018-09-10,87
0000000000000000006m,2017-01-28,8
0000000000000000003q,2018-08-01,29
0000000000000000004y,2017-08-19,99
00000000000000000054,2017-12-01,0
0000000000000000003v,2018-05-03,25
0000000000000000003j,2018-03-06,46
0000000000000000002f,2017-03-15,72
0000000000000000006s,2018-07-23,11
0000000000000000001h,2018-06-02,39
00000000000000000065,2017-07-20,30
0000000000000000001s,2017-01-31,45
0000000000000000003a,2018-10-18,60
00000000000000000015,2018-05-06,15
0000000000000000001l,2018-05-23,28
0000000000000000005a,2017-11-30,97
0000000000000000000z,2018-04-07,84
0000000000000000000x,2018-06-01,18
00000000000000000032,2017-06-24,98
00000000000000000038,2017-12-30,90
0000000000000000002u,2017-08-21,10
0000000000000000003h,2017-03-31,33
00000000000000000067,2017-06-21,41
0000000000000000003i,2017-10-13,82
0000000000000000006x,2017-08-11,44
00000000000000000024,2018-08-26,38
0000000000000000005q,2018-01-28,4
0000000000000000000e,2017-10-14,96
0000000000000000005z,2017-09-06,55
00000000000000000018,2017-09-27,17
0000000000000000003r,2018-11-19,59
0000000000000000003s,2018-08-08,1
00000000000000000039,2017-02-18,51
0000000000000000000f,2017-04-25,68
0000000000000000001e,2017-02-02,93
0000000000000000000d,2017-04-06,23
0000000000000000004o,2017-11-24,79
00000000000000000055,2017-11-02,61
00000000000000000045,2017-08-23,66
0000000000000000002e,2018-03-09,88
00000000000000000062,2017-01-09,91
0000000000000000001i,2017-03-25,31
00000000000000000050,2017-01-16,58
00000000000000000006,2017-09-23,94
0000000000000000004c,2017-07-19,54
0000000000000000000k,2017-12-05,57
0000000000000000004j,2018-08-15,50
0000000000000000005m,2017-04-17,62
0000000000000000005r,2018-09-06,37
00000000000000000068,2018-11-10,6
00000000000000000022,2017-12-17,21
0000000000000000000n,2017-05-27,67
0000000000000000003y,2018-10-07,24
0000000000000000003t,2018-04-21,83
0000000000000000004e,2017-04-28,42
00000000000000000020,2017-02-12,26
0000000000000000006o,2018-06-06,89
00000000000000000056,2017-11-01,2
00000000000000000008,2017-11-26,77
0000000000000000005s,2017-12-24,9
0000000000000000005l,2017-03-18,36
00000000000000000051,2018-08-02,70
00000000000000000035,2017-08-13,78
0000000000000000005v,2018-10-17,35
0000000000000000005y,2017-03-26,92
0000000000000000001d,2017-02-11,3
0000000000000000002o,2017-05-06,47
0000000000000000006w,2017-04-09,76
0000000000000000004a,2018-02-10,86
0000000000000000004x,2017-11-12,52
0000000000000000005p,2018-12-04,63
0000000000000000004v,2017-07-28,40
0000000000000000006v,2017-08-27,56
0000000000000000004l,2017-01-10,34
0000000000000000004u,2017-04-20,32
00000000000000000049,2018-11-23,75
0000000000000000003z,2018-11-20,13
0000000000000000002y,2018-09-03,43
0000000000000000000h,2018-08-24,14
0000000000000000003k,2017-12-07,49
00000000000000000059,2018-10-06,12
0000000000000000006k,2018-03-26,85
0000000000000000002a,2018-03-27,53
00000000000000000036,2018-04-22,5
0000000000000000000l,2017-05-24,19
0000000000000000001y,2018-07-21,73
0000000000000000001u,2018-04-11,22
00000000000000000064,2017-07-13,71
0000000000000000006g,2017-07-08,7
0000000000000000005o,2018-09-08,48
00000000000000000023,2018-11-25,95
0000000000000000006y,2018-03-14,16
0000000000000000001t,2017-05-19,81
00000000000000000048,2018-03-13,20
0000000000000000000s,2017-04-23,69
0000000000000000005j,2018-11-30,65
0000000000000000003l,2017-10-25,74
00000000000000000029,2018-06-19,64
0000000000000000002g,2018-10-05,27
0000000000000000005d,2018-02-28,80
00000000000000000009,2017-02-23,87
0000000000000000006i,2017-09-02,8
0000000000000000000u,2017-06-15,29
0000000000000000002s,2017-05-10,99
00000000000000000001,2017-07-22,0
0000000000000000000q,2017-03-24,25
00000000000000000033,2018-08-22,46
00000000000000000037,2017-10-16,72
0000000000000000001b,2017-10-28,11
0000000000000000005x,2018-09-05,39
0000000000000000004s,2018-10-15,30
0000000000000000006l,2018-11-15,45
00000000000000000030,2018-04-26,60
0000000000000000005b,2017-09-05,15
00000000000000000021,2017-09-01,28
0000000000000000000c,2017-05-20,97
00000000000000000014,2018-04-08,84
0000000000000000000v,2017-07-03,18
00000000000000000044,2018-08-21,98
0000000000000000004d,2017-09-20,90
0000000000000000001a,2018-09-26,10
00000000000000000057,2017-07-09,33
0000000000000000001p,2017-10-10,41
0000000000000000006t,2017-05-25,82
00000000000000000040,2018-08-16,44
0000000000000000006f,2017-05-13,38
0000000000000000000g,2017-10-08,4
0000000000000000006a,2017-04-03,96
0000000000000000000t,2017-09-07,55
0000000000000000004f,2017-10-23,17
0000000000000000002q,2018-04-28,59
0000000000000000002d,2017-10-27,1
0000000000000000005c,2018-08-10,51
0000000000000000003f,2017-09-18,68
0000000000000000004r,2018-08-05,93
0000000000000000002x,2018-04-30,23
0000000000000000000j,2017-12-18,79
0000000000000000002r,2017-02-28,61
0000000000000000002j,2018-01-10,66
00000000000000000047,2018-06-03,88
0000000000000000004n,2017-08-15,91
0000000000000000000b,2017-03-11,31
0000000000000000006p,2018-10-23,58
0000000000000000005w,2018-08-28,94
0000000000000000000y,2018-03-21,54
0000000000000000004k,2017-11-17,57
0000000000000000006c,2017-05-04,50
0000000000000000004z,2017-02-16,62
00000000000000000016,2017-03-04,37
0000000000000000002b,2018-04-24,6
0000000000000000003w,2017-07-15,21
0000000000000000003o,2017-10-30,67
00000000000000000019,2018-10-27,24
0000000000000000004h,2018-06-05,83
00000000000000000046,2017-10-06,42
00000000000000000013,2017-02-10,26
00000000000000000005,2018-04-04,89
0000000000000000003m,2018-11-16,2
0000000000000000002p,2018-05-22,77
0000000000000000006j,2018-10-29,9
0000000000000000001k,2017-02-08,36
0000000000000000004i,2017-04-26,70
0000000000000000004w,2017-05-02,78
0000000000000000000i,2018-10-04,35
0000000000000000001o,2018-02-02,92
0000000000000000005k,2017-04-18,3
0000000000000000004b,2018-10-02,47
00000000000000000002,2017-12-12,76
0000000000000000001g,2018-07-02,86
00000000000000000066,2017-05-11,52
0000000000000000001x,2017-08-17,63
0000000000000000006e,2018-02-17,40
0000000000000000002m,2018-05-13,56
00000000000000000060,2018-11-21,34
00000000000000000042,2018-09-29,32
0000000000000000005t,2017-09-25,75
0000000000000000000o,2018-06-27,13
00000000000000000028,2017-05-12,43
0000000000000000001q,2017-09-12,14
0000000000000000003d,2018-03-02,49
0000000000000000003b,2018-02-01,12
0000000000000000001v,2017-03-23,85
0000000000000000002h,2018-02-06,53
0000000000000000002k,2017-07-31,5
0000000000000000003e,2017-11-13,19
00000000000000000041,2017-01-20,73
00000000000000000043,2018-01-05,22
0000000000000000004t,2018-01-24,71
0000000000000000000w,2018-09-02,7
0000000000000000001n,2018-07-29,48
0000000000000000002n,2018-11-05,95
0000000000000000001j,2017-08-09,16
0000000000000000001m,2018-07-05,81
0000000000000000005g,2017-02-19,20
0000000000000000001f,2017-05-21,69
0000000000000000004q,2018-05-04,65
0000000000000000006u,2018-04-01,74
0000000000000000003n,2018-08-30,64
0000000000000000001r,2018-05-12,27
0000000000000000005u,2018-10-26,80
00000000000000000012,2017-05-22,87
0000000000000000005i,2018-05-30,8
0000000000000000002v,2017-05-03,29
00000000000000000007,2017-01-21,99
00000000000000000052,2018-01-31,0
0000000000000000000m,2017-02-25,25
00000000000000000069,2017-10-24,46
0000000000000000001w,2018-05-24,72
0000000000000000005f,2018-10-24,11
0000000000000000000p,2018-05-26,39
0000000000000000004p,2017-01-19,30
0000000000000000006b,2017-12-10,45
0000000000000000002c,2018-04-05,60
0000000000000000004m,2017-06-23,15
00000000000000000061,2017-12-04,28
0000000000000000006r,2018-07-20,97
00000000000000000017,2018-03-16,84
00000000000000000031,2017-07-10,18
0000000000000000000r,2018-07-22,98
0000000000000000002i,2018-05-07,90
0000000000000000006d,2018-06-18,10
00000000000000000003,2018-09-09,33
00000000000000000026,2017-12-27,41
0000000000000000000a,2017-06-04,82
0000000000000000005e,2018-04-20,44
0000000000000000002t,2017-04-02,38
0000000000000000003x,2017-08-12,4
00000000000000000034,2018-09-21,96
00000000000000000011,2017-03-01,55
0000000000000000001z,2018-02-05,17
00000000000000000063,2017-07-05,59
00000000000000000027,2018-10-12,1
00000000000000000010,2018-08-29,51
0000000000000000003c,2018-04-16,68
0000000000000000002l,2018-07-01,93
0000000000000000005n,2018-04-09,23
0000000000000000006h,2017-01-12,79
00000000000000000004,2017-06-11,61
0000000000000000002w,2017-01-26,66
0000000000000000003u,2018-06-10,88
00000000000000000058,2018-02-13,91
00000000000000000053,2018-01-29,31
0000000000000000003p,2018-11-03,58
0000000000000000002z,2017-06-18,94
0000000000000000001c,2017-07-27,54
0000000000000000006n,2017-08-01,57
0000000000000000004g,2017-12-09,50
0000000000000000003g,2018-11-27,62
0000000000000000005h,2017-10-15,37
00000000000000000025,2017-10-02,6
0000000000000000006q,2017-08-18,21
0000000000000000006m,2017-03-21,67
0000000000000000003q,2018-08-12,24
0000000000000000004y,2017-01-29,83
00000000000000000054,2018-08-27,42
0000000000000000003v,2018-02-23,26
0000000000000000003j,2018-10-16,89
0000000000000000002f,2017-05-28,2
0000000000000000006s,2018-11-02,77
0000000000000000001h,2017-05-23,9
00000000000000000065,2018-06-25,36
0000000000000000001s,2018-03-20,70
0000000000000000003a,2017-10-22,78
00000000000000000015,2018-04-02,35
0000000000000000001l,2018-09-25,92
0000000000000000005a,2017-06-13,3
0000000000000000000z,2017-03-19,47
0000000000000000000x,2017-09-03,76
00000000000000000032,2017-07-11,86
00000000000000000038,2018-09-18,52
0000000000000000002u,2018-01-26,63
0000000000000000003h,2018-02-16,40
00000000000000000067,2018-04-17,56
0000000000000000003i,2017-01-14,34
0000000000000000006x,2017-08-02,32
00000000000000000024,2018-01-04,75
0000000000000000005q,2017-12-29,13
0000000000000000000e,2017-07-26,43
0000000000000000005z,2017-07-06,14
00000000000000000018,2018-11-07,49
0000000000000000003r,2017-09-30,12
0000000000000000003s,2017-10-09,85
00000000000000000039,2017-04-29,53
0000000000000000000f,2018-01-17,5
0000000000000000001e,2018-12-02,19
0000000000000000000d,2018-10-03,73
0000000000000000004o,2018-01-07,22
00000000000000000055,2018-03-17,71
00000000000000000045,2017-08-05,7
0000000000000000002e,2018-03-23,48
00000000000000000062,2018-01-08,95
0000000000000000001i,2018-04-12,16
00000000000000000050,2017-09-29,81
00000000000000000006,2017-08-08,20
0000000000000000004c,2018-06-09,69
0000000000000000000k,2018-01-18,65
0000000000000000004j,2018-08-13,74
0000000000000000005m,2017-02-24,64
0000000000000000005r,2017-09-28,27
00000000000000000068,2018-07-07,80
00000000000000000022,2017-04-12,87
0000000000000000000n,2018-04-29,8
0000000000000000003y,2017-11-22,29
0000000000000000003t,2017-09-11,99
0000000000000000004e,2018-02-04,0
00000000000000000020,2017-06-09,25
0000000000000000006o,2017-07-02,46
00000000000000000056,2018-07-26,72
00000000000000000008,2018-08-19,11
0000000000000000005s,2017-07-30,39
0000000000000000005l,2017-10-18,30
00000000000000000051,2017-12-19,45
00000000000000000035,2018-05-05,60
0000000000000000005v,2018-04-27,15
0000000000000000005y,2017-10-01,28
0000000000000000001d,2018-07-17,97
0000000000000000002o,2017-12-28,84
0000000000000000006w,2017-06-30,18
0000000000000000004a,2018-06-04,98
0000000000000000004x,2017-09-10,90
0000000000000000005p,2018-01-09,10
0000000000000000004v,2018-05-08,33
0000000000000000006v,2018-07-14,41
0000000000000000004l,2017-10-11,82
0000000000000000004u,2017-06-20,44
00000000000000000049,2017-09-17,38
0000000000000000003z,2018-07-10,4
0000000000000000002y,2017-06-29,96
0000000000000000000h,2018-05-09,55
0000000000000000003k,2018-08-09,17
00000000000000000059,2018-08-17,59
0000000000000000006k,2017-06-08,1
0000000000000000002a,2018-05-31,51
00000000000000000036,2017-05-29,68
0000000000000000000l,2018-11-28,93
0000000000000000001y,2018-11-29,23
0000000000000000001u,2018-09-23,79
00000000000000000064,2017-04-22,61
0000000000000000006g,2017-01-23,66
0000000000000000005o,2018-03-24,88
00000000000000000023,2018-02-03,91
0000000000000000006y,2017-05-14,31
0000000000000000001t,2017-11-03,58
00000000000000000048,2018-11-04,94
0000000000000000000s,2017-07-14,54
0000000000000000005j,2018-09-28,57
0000000000000000003l,2017-08-30,50
00000000000000000029,2017-03-29,62
0000000000000000002g,2017-04-30,37
0000000000000000005d,2018-01-21,6
00000000000000000009,2018-08-23,21
0000000000000000006i,2017-11-11,67
0000000000000000000u,2017-01-27,24
0000000000000000002s,2018-07-06,83
00000000000000000001,2017-03-17,42
0000000000000000000q,2017-12-21,26
00000000000000000033,2017-11-15,89
00000000000000000037,2017-03-13,2
0000000000000000001b,2017-08-14,77
0000000000000000005x,2018-11-12,9
0000000000000000004s,2018-02-07,36
0000000000000000006l,2017-08-26,70
00000000000000000030,2018-03-19,78
0000000000000000005b,2017-09-26,35
00000000000000000021,2017-07-29,92
0000000000000000000c,2017-09-22,3
00000000000000000014,2018-11-17,47
0000000000000000000v,2018-06-17,76
00000000000000000044,2018-08-14,86
0000000000000000004d,2017-03-22,52
0000000000000000001a,2017-09-13,63
00000000000000000057,2018-03-28,40
0000000000000000001p,2018-05-18,56
0000000000000000006t,2017-12-31,34
00000000000000000040,2017-09-16,32
0000000000000000006f,2018-06-14,75
0000000000000000000g,2018-05-28,13
0000000000000000006a,2017-03-12,43
0000000000000000000t,2018-11-18,14
0000000000000000004f,2018-07-13,49
0000000000000000002q,2017-09-15,12
0000000000000000002d,2018-05-19,85
0000000000000000005c,2018-10-19,53
0000000000000000003f,2017-06-07,5
0000000000000000004r,2018-02-22,19
0000000000000000002x,2018-09-20,73
0000000000000000000j,2017-02-03,22
0000000000000000002r,2017-07-24,71
0000000000000000002j,2017-05-15,7
00000000000000000047,2017-11-29,48
0000000000000000004n,2018-03-12,95
0000000000000000000b,2017-03-28,16
0000000000000000006p,2017-04-04,81
0000000000000000005w,2017-10-03,20
0000000000000000000y,2017-07-18,69
0000000000000000004k,2017-11-09,65
0000000000000000006c,2018-11-24,74
0000000000000000004z,2017-10-05,64
00000000000000000016,2017-01-15,27
0000000000000000002b,2017-08-28,80
0000000000000000003w,2017-02-05,87
0000000000000000003o,2017-04-16,8
00000000000000000019,2018-08-11,29
0000000000000000004h,2017-11-05,99
00000000000000000046,2017-01-07,0
00000000000000000013,2017-02-01,25
00000000000000000005,2018-11-13,46
0000000000000000003m,2018-03-05,72
0000000000000000002p,2018-02-11,11
0000000000000000006j,2017-12-08,39
0000000000000000001k,2018-11-01,30
0000000000000000004i,2017-04-27,45
0000000000000000004w,2018-01-11,60
0000000000000000000i,2018-06-29,15
0000000000000000001o,2017-05-01,28
0000000000000000005k,2017-02-22,97
0000000000000000004b,2017-08-07,84
00000000000000000002,2018-05-14,18
0000000000000000001g,2017-10-31,98
00000000000000000066,2018-11-22,90
0000000000000000001x,2018-10-25,10
0000000000000000006e,2017-06-27,33
0000000000000000002m,2018-03-18,41
00000000000000000060,2017-08-31,82
00000000000000000042,2017-04-24,44
0000000000000000005t,2018-01-01,38
0000000000000000000o,2017-10-12,4
00000000000000000028,2017-07-16,96
0000000000000000001q,2017-03-20,55
0000000000000000003d,2018-09-07,17
0000000000000000003b,2018-12-06,59
0000000000000000001v,2017-01-18,1
0000000000000000002h,2017-11-14,51
0000000000000000002k,2017-02-15,68
0000000000000000003e,2017-02-06,93
00000000000000000041,2017-11-25,23
00000000000000000043,2017-11-28,79
0000000000000000004t,2018-02-14,61
0000000000000000000w,2018-02-24,66
0000000000000000001n,2018-11-11,88
0000000000000000002n,2018-01-12,91
0000000000000000001j,2018-07-25,31
0000000000000000001m,2018-07-24,58
0000000000000000005g,2018-06-28,94
0000000000000000001f,2018-03-30,54
0000000000000000004q,2018-07-09,57
0000000000000000006u,2017-06-03,50
0000000000000000003n,2017-06-12,62
0000000000000000001r,2017-02-21,37
0000000000000000005u,2017-07-12,6
00000000000000000012,2017-10-20,21
0000000000000000005i,2018-02-09,67
0000000000000000002v,2017-10-17,24
00000000000000000007,2017-11-23,83
00000000000000000052,2017-10-07,42
0000000000000000000m,2017-03-08,26
00000000000000000069,2018-08-06,89
0000000000000000001w,2018-08-07,2
0000000000000000005f,2017-09-08,77
0000000000000000000p,2017-11-18,9
0000000000000000004p,2017-05-30,36
0000000000000000006b,2018-05-01,70
0000000000000000002c,2018-01-13,78
0000000000000000004m,2018-08-20,35
00000000000000000061,2017-08-25,92
0000000000000000006r,2017-01-22,3
00000000000000000017,2018-02-26,47
00000000000000000031,2018-02-12,76
0000000000000000000r,2018-01-03,86
0000000000000000002i,2017-12-03,52
0000000000000000006d,2018-06-24,63
00000000000000000003,2018-07-12,40
00000000000000000026,2017-08-20,56
0000000000000000000a,2018-02-27,34
0000000000000000005e,2018-01-22,32
0000000000000000002t,2017-09-24,75
0000000000000000003x,2018-03-04,13
00000000000000000034,2018-06-22,43
00000000000000000011,2018-03-10,14
0000000000000000001z,2017-02-04,49
00000000000000000063,2018-03-15,12
00000000000000000027,2017-06-14,85
00000000000000000010,2017-04-14,53
0000000000000000003c,2018-06-20,5
0000000000000000002l,2018-10-31,19
0000000000000000005n,2017-04-01,73
0000000000000000006h,2017-07-17,22
00000000000000000004,2018-10-08,71
0000000000000000002w,2018-05-17,7
0000000000000000003u,2017-11-10,48
00000000000000000058,2017-12-26,95
00000000000000000053,2017-05-09,16
0000000000000000003p,2017-06-26,81
0000000000000000002z,2018-02-20,20
0000000000000000001c,2018-07-30,69
0000000000000000006n,2018-12-01,65
0000000000000000004g,2018-06-26,74
0000000000000000003g,2017-04-21,64
0000000000000000005h,2017-12-22,27
00000000000000000025,2017-01-25,80
0000000000000000006q,2018-05-15,87
0000000000000000006m,2017-04-15,8
0000000000000000003q,2018-07-16,29
0000000000000000004y,2017-12-02,99
00000000000000000054,2018-05-29,0
0000000000000000003v,2017-04-07,25
0000000000000000003j,2017-12-20,46
0000000000000000002f,2017-06-06,72
0000000000000000006s,2017-06-22,11
0000000000000000001h,2017-11-08,39
00000000000000000065,2017-01-17,30
0000000000000000001s,2017-10-19,45
0000000000000000003a,2018-01-14,60
00000000000000000015,2018-09-15,15
0000000000000000001l,2018-01-16,28
0000000000000000005a,2018-11-06,97
0000000000000000000z,2017-09-04,84
0000000000000000000x,2017-08-06,18
00000000000000000032,2018-04-18,98
00000000000000000038,2017-02-09,90
0000000000000000002u,2017-09-19,10
0000000000000000003h,2018-08-31,33
00000000000000000067,2018-06-07,41
0000000000000000003i,2017-11-27,82
0000000000000000006x,2018-01-19,44
00000000000000000024,2017-09-14,38
0000000000000000005q,2018-04-23,4
0000000000000000000e,2017-06-19,96
0000000000000000005z,2017-08-22,55
00000000000000000018,2018-08-18,17
0000000000000000003r,2017-07-04,59
0000000000000000003s,2018-09-16,1
00000000000000000039,2017-02-17,51
0000000000000000000f,2017-03-30,68
0000000000000000001e,2017-05-26,93
0000000000000000000d,2018-09-11,23
0000000000000000004o,2018-12-05,79
00000000000000000055,2018-10-13,61
00000000000000000045,2018-09-24,66
0000000000000000002e,2017-05-18,88
00000000000000000062,2018-02-15,91
0000000000000000001i,2018-03-22,31
00000000000000000050,2017-12-13,58
00000000000000000006,2018-04-15,94
0000000000000000004c,2018-06-16,54
0000000000000000000k,2018-07-19,57
0000000000000000004j,2018-02-18,50
0000000000000000005m,2018-06-08,62
0000000000000000005r,2017-12-23,37
00000000000000000068,2017-02-20,6
00000000000000000022,2017-06-16,21
0000000000000000000n,2017-06-05,67
0000000000000000003y,2018-05-21,24
0000000000000000003t,2018-09-17,83
0000000000000000004e,2018-05-27,42
00000000000000000020,2017-02-14,26
0000000000000000006o,2017-01-11,89
00000000000000000056,2017-05-16,2
00000000000000000008,2017-12-25,77
0000000000000000005s,2017-04-13,9
0000000000000000005l,2018-05-25,36
00000000000000000051,2018-11-08,70
00000000000000000035,2017-10-26,78
0000000000000000005v,2018-07-15,35
0000000000000000005y,2017-11-06,92
0000000000000000001d,2018-11-14,3
0000000000000000002o,2018-03-31,47
0000000000000000006w,2018-08-04,76
0000000000000000004a,2017-08-29,86
0000000000000000004x,2017-03-03,52
0000000000000000005p,2018-03-29,63
0000000000000000004v,2018-06-13,40
0000000000000000006v,2018-05-02,56
0000000000000000004l,2018-02-08,34
0000000000000000004u,2017-09-21,32
00000000000000000049,2018-10-22,75
0000000000000000003z,2017-06-17,13
0000000000000000002y,2017-07-01,43
0000000000000000000h,2018-06-30,14
0000000000000000003k,2018-01-27,49
00000000000000000059,2018-09-12,12
0000000000000000006k,2018-01-06,85
0000000000000000002a,2018-02-19,53
00000000000000000036,2018-07-04,5
0000000000000000000l,2017-01-24,19
0000000000000000001y,2018-04-19,73
0000000000000000001u,2017-03-07,22
00000000000000000064,2018-07-11,71
0000000000000000006g,2017-07-25,7
0000000000000000005o,2017-06-10,48
00000000000000000023,2018-05-10,95
0000000000000000006y,2018-09-04,16
0000000000000000001t,2018-09-19,81
00000000000000000048,2017-01-08,20
0000000000000000000s,2017-02-27,69
0000000000000000005j,2017-12-15,65
0000000000000000003l,2018-11-09,74
00000000000000000029,2017-11-21,64
0000000000000000002g,2017-08-16,27
0000000000000000005d,2017-03-16,80
00000000000000000009,2017-08-24,87
0000000000000000006i,2017-04-10,8
0000000000000000000u,2018-03-08,29
0000000000000000002s,2018-02-21,99
00000000000000000001,2018-08-25,0
0000000000000000000q,2018-01-02,25
00000000000000000033,2017-11-07,46
00000000000000000037,2017-12-16,72
0000000000000000001b,2018-04-25,11
0000000000000000005x,2017-08-10,39
0000000000000000004s,2018-07-31,30
0000000000000000006l,2018-07-18,45
00000000000000000030,2018-01-23,60
0000000000000000005b,2017-06-01,15
00000000000000000021,2017-08-03,28
0000000000000000000c,2018-01-30,97
00000000000000000014,2017-01-30,84
0000000000000000000v,2018-09-22,18
00000000000000000044,2017-03-27,98
0000000000000000004d,2017-03-09,90
0000000000000000001a,2018-09-01,10
00000000000000000057,2018-07-03,33
0000000000000000001p,2018-10-14,41
0000000000000000006t,2018-10-20,82
00000000000000000040,2017-12-11,44
0000000000000000006f,2017-05-07,38
0000000000000000000g,2017-05-05,4
0000000000000000006a,2017-03-14,96
0000000000000000000t,2017-04-05,55
0000000000000000004f,2017-10-29,17
0000000000000000002q,2018-10-01,59
0000000000000000002d,2017-11-16,1
0000000000000000005c,2017-04-08,51
0000000000000000003f,2018-01-15,68
0000000000000000004r,2018-10-11,93
0000000000000000002x,2018-08-03,23
0000000000000000000j,2018-07-28,79
0000000000000000002r,2018-10-10,61
0000000000000000002j,2018-07-08,66
00000000000000000047,2017-05-08,88
0000000000000000004n,2017-05-31,91
0000000000000000000b,2017-06-02,31
0000000000000000006p,2018-05-11,58
0000000000000000005w,2018-09-30,94
0000000000000000000y,2017-10-21,54
0000000000000000004k,2018-03-07,57
0000000000000000006c,2017-06-28,50
0000000000000000004z,2018-04-13,62
00000000000000000016,2018-06-21,37
0000000000000000002b,2018-11-26,6
0000000000000000003w,2018-09-13,21
0000000000000000003o,2017-02-07,67
00000000000000000019,2018-03-25,24
0000000000000000004h,2018-03-01,83
00000000000000000046,2018-10-30,42
00000000000000000013,2017-03-06,26
00000000000000000005,2018-06-15,89
0000000000000000003m,2018-06-23,2
0000000000000000002p,2017-04-11,77
0000000000000000006j,2018-04-03,9
0000000000000000001k,2018-10-21,36
0000000000000000004i,2018-05-16,70
0000000000000000004w,2018-10-09,78
0000000000000000000i,2018-06-12,35
0000000000000000001o,2018-04-06,92
0000000000000000005k,2018-04-10,3
0000000000000000004b,2018-06-11,47
00000000000000000002,2018-03-11,76
0000000000000000001g,2017-03-02,86
00000000000000000066,2018-03-03,52
0000000000000000001x,2017-03-05,63
0000000000000000006e,2018-05-20,40
0000000000000000002m,2017-11-20,56
00000000000000000060,2017-07-21,34
00000000000000000042,2017-02-26,32
0000000000000000005t,2017-11-19,75
0000000000000000000o,2017-06-25,13
00000000000000000028,2018-01-25,43
0000000000000000001q,2017-10-04,14
0000000000000000003d,2018-07-27,49
0000000000000000003b,2018-09-14,12
0000000000000000001v,2017-09-09,85
0000000000000000002h,2017-12-14,53
0000000000000000002k,2017-05-17,5
0000000000000000003e,2018-01-20,19
00000000000000000041,2017-03-10,73
00000000000000000043,2018-09-27,22
0000000000000000004t,2017-08-04,71
0000000000000000000w,2018-02-25,7
0000000000000000001n,2018-12-07,48
0000000000000000002n,2017-02-13,95
0000000000000000001j,2018-04-14,16
0000000000000000001m,2017-07-23,81
0000000000000000005g,2017-04-19,20
0000000000000000001f,2018-10-28,69
0000000000000000004q,2017-01-13,65
0000000000000000006u,2017-07-07,74
0000000000000000003n,2018-12-03,64
0000000000000000001r,2017-11-04,27
0000000000000000005u,2017-12-06,80
00000000000000000012,2018-09-10,87
0000000000000000005i,2017-01-28,8
0000000000000000002v,2018-08-01,29
00000000000000000007,2017-08-19,99
00000000000000000052,2017-12-01,0
0000000000000000000m,2018-05-03,25
00000000000000000069,2018-03-06,46
0000000000000000001w,2017-03-15,72
0000000000000000005f,2018-07-23,11
0000000000000000000p,2018-06-02,39
0000000000000000004p,2017-07-20,30
0000000000000000006b,2017-01-31,45
0000000000000000002c,2018-10-18,60
0000000000000000004m,2018-05-06,15
00000000000000000061,2018-05-23,28
0000000000000000006r,2017-11-30,97
00000000000000000017,2018-04-07,84
00000000000000000031,2018-06-01,18
0000000000000000000r,2017-06-24,98
0000000000000000002i,2017-12-30,90
0000000000000000006d,2017-08-21,10
00000000000000000003,2017-03-31,33
00000000000000000026,2017-06-21,41
0000000000000000000a,2017-10-13,82
0000000000000000005e,2017-08-11,44
0000000000000000002t,2018-08-26,38
0000000000000000003x,2018-01-28,4
00000000000000000034,2017-10-14,96
00000000000000000011,2017-09-06,55
0000000000000000001z,2017-09-27,17
00000000000000000063,2018-11-19,59
00000000000000000027,2018-08-08,1
00000000000000000010,2017-02-18,51
0000000000000000003c,2017-04-25,68
0000000000000000002l,2017-02-02,93
0000000000000000005n,2017-04-06,23
0000000000000000006h,2017-11-24,79
00000000000000000004,2017-11-02,61
0000000000000000002w,2017-08-23,66
0000000000000000003u,2018-03-09,88
00000000000000000058,2017-01-09,91
00000000000000000053,2017-03-25,31
0000000000000000003p,2017-01-16,58
0000000000000000002z,2017-09-23,94
0000000000000000001c,2017-07-19,54
0000000000000000006n,2017-12-05,57
0000000000000000004g,2018-08-15,50
0000000000000000003g,2017-04-17,62
0000000000000000005h,2018-09-06,37
00000000000000000025,2018-11-10,6
0000000000000000006q,2017-12-17,21
0000000000000000006m,2017-05-27,67
0000000000000000003q,2018-10-07,24
0000000000000000004y,2018-04-21,83
00000000000000000054,2017-04-28,42
0000000000000000003v,2017-02-12,26
0000000000000000003j,2018-06-06,89
0000000000000000002f,2017-11-01,2
0000000000000000006s,2017-11-26,77
0000000000000000001h,2017-12-24,9
00000000000000000065,2017-03-18,36
