route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
000000000000000000fa,0000000000000000001e,000000000000000000fa,000000000000000000fa,000000000000000000fa,50,000000000000000000fa,000000000000000000fa,0000000000000000001d
0000000000000000004u,0000000000000000001b,0000000000000000004u,0000000000000000004u,0000000000000000004u,47,0000000000000000004u,0000000000000000004u,0000000000000000002o
000000000000000000dk,0000000000000000000q,000000000000000000dk,000000000000000000dk,000000000000000000dk,26,000000000000000000dk,000000000000000000dk,0000000000000000003z
000000000000000000g4,0000000000000000000u,000000000000000000g4,000000000000000000g4,000000000000000000g4,30,000000000000000000g4,000000000000000000g4,0000000000000000002y
000000000000000000gc,00000000000000000008,000000000000000000gc,000000000000000000gc,000000000000000000gc,8,000000000000000000gc,000000000000000000gc,0000000000000000000h
00000000000000000049,0000000000000000000h,00000000000000000049,00000000000000000049,00000000000000000049,17,00000000000000000049,00000000000000000049,0000000000000000003k
000000000000000000e6,0000000000000000000i,000000000000000000e6,000000000000000000e6,000000000000000000e6,18,000000000000000000e6,000000000000000000e6,0000000000000000002a
0000000000000000003z,0000000000000000000p,0000000000000000003z,0000000000000000003z,0000000000000000003z,25,0000000000000000003z,0000000000000000003z,00000000000000000036
000000000000000000hd,0000000000000000000d,000000000000000000hd,000000000000000000hd,000000000000000000hd,13,000000000000000000hd,000000000000000000hd,0000000000000000000l
0000000000000000002y,0000000000000000000v,0000000000000000002y,0000000000000000002y,0000000000000000002y,31,0000000000000000002y,0000000000000000002y,0000000000000000001y
0000000000000000000h,0000000000000000000f,0000000000000000000h,0000000000000000000h,0000000000000000000h,15,0000000000000000000h,0000000000000000000h,0000000000000000001u
000000000000000000ca,00000000000000000004,000000000000000000ca,000000000000000000ca,000000000000000000ca,4,000000000000000000ca,000000000000000000ca,00000000000000000023
000000000000000000ax,0000000000000000000s,000000000000000000ax,000000000000000000ax,000000000000000000ax,28,000000000000000000ax,000000000000000000ax,0000000000000000001t
0000000000000000003k,00000000000000000009,0000000000000000003k,0000000000000000003k,0000000000000000003k,9,0000000000000000003k,0000000000000000003k,0000000000000000000s
0000000000000000008d,00000000000000000011,0000000000000000008d,0000000000000000008d,0000000000000000008d,37,0000000000000000008d,0000000000000000008d,0000000000000000003l
00000000000000000059,00000000000000000002,00000000000000000059,00000000000000000059,00000000000000000059,2,00000000000000000059,00000000000000000059,00000000000000000029
000000000000000000hi,0000000000000000000e,000000000000000000hi,000000000000000000hi,000000000000000000hi,14,000000000000000000hi,000000000000000000hi,0000000000000000002g
0000000000000000006k,0000000000000000001c,0000000000000000006k,0000000000000000006k,0000000000000000006k,48,0000000000000000006k,0000000000000000006k,00000000000000000009
0000000000000000002a,0000000000000000000x,0000000000000000002a,0000000000000000002a,0000000000000000002a,33,0000000000000000002a,0000000000000000002a,0000000000000000000u
00000000000000000036,0000000000000000000t,00000000000000000036,00000000000000000036,00000000000000000036,29,00000000000000000036,00000000000000000036,0000000000000000002s
000000000000000000ak,00000000000000000001,000000000000000000ak,000000000000000000ak,000000000000000000ak,1,000000000000000000ak,000000000000000000ak,00000000000000000001
000000000000000000gi,00000000000000000007,000000000000000000gi,000000000000000000gi,000000000000000000gi,7,000000000000000000gi,000000000000000000gi,0000000000000000000q
0000000000000000008l,0000000000000000001d,0000000000000000008l,0000000000000000008l,0000000000000000008l,49,0000000000000000008l,0000000000000000008l,00000000000000000033
0000000000000000000l,00000000000000000014,0000000000000000000l,0000000000000000000l,0000000000000000000l,40,0000000000000000000l,0000000000000000000l,00000000000000000037
000000000000000000f6,00000000000000000015,000000000000000000f6,000000000000000000f6,000000000000000000f6,41,000000000000000000f6,000000000000000000f6,0000000000000000001b
0000000000000000001y,0000000000000000000o,0000000000000000001y,0000000000000000001y,0000000000000000001y,24,0000000000000000001y,0000000000000000001y,00000000000000000030
0000000000000000009p,0000000000000000000k,0000000000000000009p,0000000000000000009p,0000000000000000009p,20,0000000000000000009p,0000000000000000009p,00000000000000000021
0000000000000000008p,00000000000000000013,0000000000000000008p,0000000000000000008p,0000000000000000008p,39,0000000000000000008p,0000000000000000008p,0000000000000000000c
0000000000000000001u,00000000000000000019,0000000000000000001u,0000000000000000001u,0000000000000000001u,45,0000000000000000001u,0000000000000000001u,00000000000000000014
00000000000000000064,0000000000000000000c,00000000000000000064,00000000000000000064,00000000000000000064,12,00000000000000000064,00000000000000000064,0000000000000000000v
000000000000000000b1,0000000000000000000r,000000000000000000b1,000000000000000000b1,000000000000000000b1,27,000000000000000000b1,000000000000000000b1,00000000000000000044
0000000000000000006g,0000000000000000000a,0000000000000000006g,0000000000000000006g,0000000000000000006g,10,0000000000000000006g,0000000000000000006g,0000000000000000001a
000000000000000000c5,00000000000000000006,000000000000000000c5,000000000000000000c5,000000000000000000c5,6,000000000000000000c5,000000000000000000c5,0000000000000000001p
0000000000000000007b,00000000000000000016,0000000000000000007b,0000000000000000007b,0000000000000000007b,42,0000000000000000007b,0000000000000000007b,00000000000000000040
0000000000000000005o,00000000000000000012,0000000000000000005o,0000000000000000005o,0000000000000000005o,38,0000000000000000005o,0000000000000000005o,0000000000000000000g
00000000000000000077,00000000000000000018,00000000000000000077,00000000000000000077,00000000000000000077,44,00000000000000000077,00000000000000000077,0000000000000000000t
000000000000000000en,00000000000000000005,000000000000000000en,000000000000000000en,000000000000000000en,5,000000000000000000en,000000000000000000en,0000000000000000002q
000000000000000000g9,0000000000000000000z,000000000000000000g9,000000000000000000g9,000000000000000000g9,35,000000000000000000g9,000000000000000000g9,0000000000000000002d
00000000000000000023,00000000000000000017,00000000000000000023,00000000000000000023,00000000000000000023,43,00000000000000000023,00000000000000000023,0000000000000000003f
0000000000000000006y,00000000000000000003,0000000000000000006y,0000000000000000006y,0000000000000000006y,3,0000000000000000006y,0000000000000000006y,0000000000000000002x
000000000000000000ce,0000000000000000000l,000000000000000000ce,000000000000000000ce,000000000000000000ce,21,000000000000000000ce,000000000000000000ce,0000000000000000000j
000000000000000000dt,0000000000000000001a,000000000000000000dt,000000000000000000dt,000000000000000000dt,46,000000000000000000dt,000000000000000000dt,0000000000000000002r
0000000000000000009z,0000000000000000000j,0000000000000000009z,0000000000000000009z,0000000000000000009z,19,0000000000000000009z,0000000000000000009z,0000000000000000002j
00000000000000000071,0000000000000000000w,00000000000000000071,00000000000000000071,00000000000000000071,32,00000000000000000071,00000000000000000071,0000000000000000000b
000000000000000000ek,0000000000000000000m,000000000000000000ek,000000000000000000ek,000000000000000000ek,22,000000000000000000ek,000000000000000000ek,0000000000000000000y
000000000000000000e3,0000000000000000000n,000000000000000000e3,000000000000000000e3,000000000000000000e3,23,000000000000000000e3,000000000000000000e3,00000000000000000016
0000000000000000001t,0000000000000000000g,0000000000000000001t,0000000000000000001t,0000000000000000001t,16,0000000000000000001t,0000000000000000001t,0000000000000000002b
000000000000000000fd,0000000000000000000b,000000000000000000fd,000000000000000000fd,000000000000000000fd,11,000000000000000000fd,000000000000000000fd,0000000000000000003w
00000000000000000070,0000000000000000000y,00000000000000000070,00000000000000000070,00000000000000000070,34,00000000000000000070,00000000000000000070,0000000000000000003o
000000000000000000du,00000000000000000010,000000000000000000du,000000000000000000du,000000000000000000du,36,000000000000000000du,000000000000000000du,00000000000000000019
00000000000000000048,0000000000000000001e,00000000000000000048,00000000000000000048,00000000000000000048,50,00000000000000000048,00000000000000000048,00000000000000000046
000000000000000000bg,0000000000000000001b,000000000000000000bg,000000000000000000bg,000000000000000000bg,47,000000000000000000bg,000000000000000000bg,00000000000000000013
000000000000000000ha,0000000000000000000q,000000000000000000ha,000000000000000000ha,000000000000000000ha,26,000000000000000000ha,000000000000000000ha,00000000000000000005
0000000000000000000s,0000000000000000000u,0000000000000000000s,0000000000000000000s,0000000000000000000s,30,0000000000000000000s,0000000000000000000s,0000000000000000003m
0000000000000000005j,00000000000000000008,0000000000000000005j,0000000000000000005j,0000000000000000005j,8,0000000000000000005j,0000000000000000005j,0000000000000000002p
0000000000000000003l,0000000000000000000h,0000000000000000003l,0000000000000000003l,0000000000000000003l,17,0000000000000000003l,0000000000000000003l,0000000000000000001k
00000000000000000093,0000000000000000000i,00000000000000000093,00000000000000000093,00000000000000000093,18,00000000000000000093,00000000000000000093,0000000000000000000i
000000000000000000by,0000000000000000000p,000000000000000000by,000000000000000000by,000000000000000000by,25,000000000000000000by,000000000000000000by,0000000000000000001o
00000000000000000029,0000000000000000000d,00000000000000000029,00000000000000000029,00000000000000000029,13,00000000000000000029,00000000000000000029,00000000000000000002
0000000000000000002g,0000000000000000000v,0000000000000000002g,0000000000000000002g,0000000000000000002g,31,0000000000000000002g,0000000000000000002g,0000000000000000001g
0000000000000000007i,0000000000000000000f,0000000000000000007i,0000000000000000007i,0000000000000000007i,15,0000000000000000007i,0000000000000000007i,0000000000000000001x
0000000000000000005d,00000000000000000004,0000000000000000005d,0000000000000000005d,0000000000000000005d,4,0000000000000000005d,0000000000000000005d,0000000000000000002m
0000000000000000008j,0000000000000000000s,0000000000000000008j,0000000000000000008j,0000000000000000008j,28,0000000000000000008j,0000000000000000008j,00000000000000000042
0000000000000000007k,00000000000000000009,0000000000000000007k,0000000000000000007k,0000000000000000007k,9,0000000000000000007k,0000000000000000007k,0000000000000000000o
00000000000000000009,00000000000000000011,00000000000000000009,00000000000000000009,00000000000000000009,37,00000000000000000009,00000000000000000009,00000000000000000028
0000000000000000006i,00000000000000000002,0000000000000000006i,0000000000000000006i,0000000000000000006i,2,0000000000000000006i,0000000000000000006i,0000000000000000001q
0000000000000000000u,0000000000000000000e,0000000000000000000u,0000000000000000000u,0000000000000000000u,14,0000000000000000000u,0000000000000000000u,0000000000000000003d
0000000000000000002s,0000000000000000001c,0000000000000000002s,0000000000000000002s,0000000000000000002s,48,0000000000000000002s,0000000000000000002s,0000000000000000003b
000000000000000000g6,0000000000000000000x,000000000000000000g6,000000000000000000g6,000000000000000000g6,33,000000000000000000g6,000000000000000000g6,0000000000000000001v
0000000000000000008f,0000000000000000000t,0000000000000000008f,0000000000000000008f,0000000000000000008f,29,0000000000000000008f,0000000000000000008f,0000000000000000002h
00000000000000000001,00000000000000000001,00000000000000000001,00000000000000000001,00000000000000000001,1,00000000000000000001,00000000000000000001,0000000000000000002k
0000000000000000000q,00000000000000000007,0000000000000000000q,0000000000000000000q,0000000000000000000q,7,0000000000000000000q,0000000000000000000q,0000000000000000003e
